stafkey,susrpw,susrsec,susrtyp,ssalut,snamef,snamemi,snamel,slogid,stitle,sorg,sdept,saddrnum,saddrst1,saddrst2,saddrcty,saddrstt,saddrcnty,saddrzip,stelw,stelwex,stelfax,stelh,staduser,stadtime,stmduser,stmdtime,stc1,stc2,stc3,stc4,snotes,sorc1,sorc2,sorc3,sorc4,sactive,ssys,sspare1,sspare2,sspare3,smemgrp,sfoiasec,srptsec,sattyid,svlj,sinvsec,sdomainid
BWEST1,,,,,Brianne,L,West,BWEST1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,1890,,,BVABWEST1
RMARVIN,,,,,Rogers,P,Marvin,RMARVIN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,1921,,,BVARMARVIN
PSCHINNER1,,,,,Pablo,Z,Schinner,PSCHINNER1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1926,,,BVAPSCHINNER1
JROWE,,,,,Johann,J,Rowe,JROWE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1925,,,BVAJROWE
CGRAHAM,,,,,Creola,E,Graham,CGRAHAM,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1923,,,BVACGRAHAM
WNITZSCHE,,,,,Wilton,F,Nitzsche,WNITZSCHE,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAWNITZSCHE
JGAYLORD1,,,,,Jakob,A,Gaylord,JGAYLORD1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAJGAYLORD1
JWILDERMA,,,,,Jules,F,Wilderman,JWILDERMA,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,2041,,,BVAJWILDERMA
NRUTHERFO1,,,,,Nicholaus,O,Rutherford,NRUTHERFO1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,2044,,,BVANRUTHERFO1
AFAY,,,,,Angelita,A,Fay,AFAY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,2045,,,BVAAFAY
MFEIL,,,,,Mylene,P,Feil,MFEIL,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,2046,,,BVAMFEIL
EBUCKRIDG,,,,,Erin,A,Buckridge,EBUCKRIDG,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,2037,,,BVAEBUCKRIDG
ETHOMPSON1,,,,,Ena,K,Thompson,ETHOMPSON1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,2039,,,BVAETHOMPSON1
EBLANDA,,,,,Estrella,S,Blanda,EBLANDA,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,2040,,,BVAEBLANDA
BROBEL,,,,,Bruce,F,Robel,BROBEL,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,2033,,,BVABROBEL
MBATZ,,,,,Madisen,N,Batz,MBATZ,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,2047,,,BVAMBATZ
FHELLER,,,,,Fritz,Z,Heller,FHELLER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,2048,,,BVAFHELLER
SSAUER,,,,,Skye,K,Sauer,SSAUER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,2049,,,BVASSAUER
MHARTMANN1,,,,,Mazie,Y,Hartmann,MHARTMANN1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,2050,,,BVAMHARTMANN1
SSTRACKE1,,,,,Sandra,N,Stracke,SSTRACKE1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,1839,,,BVASSTRACKE1
AWEST3,,,,,Antonietta,N,West,AWEST3,AMVETS,,AMVETS,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
ZCASSIN,,,,,Zane,A,Cassin,ZCASSIN,ARC,,ARC,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
MUPTON,,,,,Maximillia,B,Upton,MUPTON,MOPH,,MOPH,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
LFEENEY,,,,,Lucile,S,Feeney,LFEENEY,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVALFEENEY
BFEENEY,,,,,Rico,G,Yost,BFEENEY,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,BVARYOST
MWEST1,,,,,Margaretta,Q,West,MWEST1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAMWEST1
AMACGYVER1,,,,,Adelia,Y,MacGyver,AMACGYVER1,SBODE,,MIS,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,5578,A,,BVAAMACGYVER1
BO'REILLY,,,,,Baron,P,O'Reilly,BO'REILLY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,2051,,,BVABO'REILLY
JHEIDENRE,,,,,Josefina,Z,Heidenreich,JHEIDENRE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,1761,,,BVAJHEIDENRE
RSCHULIST,,,,,Roslyn,F,Schulist,RSCHULIST,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,1785,,,BVARSCHULIST
MZBONCAK,,,,,Marcella,P,Zboncak,MZBONCAK,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,2065,,,BVAMZBONCAK
LNIKOLAUS,,,,,Lois,U,Nikolaus,LNIKOLAUS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,2042,,,BVALNIKOLAUS
RBAUMBACH1,,,,,Rico,A,Baumbach,RBAUMBACH1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,2038,,,BVARBAUMBACH1
IBEER,,,,,Ismael,D,Beer,IBEER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1998,,,BVAIBEER
BHOEGER,,,,,Brian,G,Hoeger,BHOEGER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1997,,,BVABHOEGER
JDECKOW2,,,,,Jaleel,Q,Deckow,JDECKOW2,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,2002,,,BVAJDECKOW2
AGERLACH,,,,,Anabel,M,Gerlach,AGERLACH,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,365,,,2000,,,BVAAGERLACH
TGOLDNER,,,,,Tiana,M,Goldner,TGOLDNER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,1895,,,BVATGOLDNER
HBAUMBACH,,,,,Hester,A,Baumbach,HBAUMBACH,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1896,,,BVAHBAUMBACH
ATORPHY1,,,,,Arely,A,Torphy,ATORPHY1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1880,,,BVAATORPHY1
EDOYLE,,,,,Eloisa,C,Doyle,EDOYLE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,1897,,,BVAEDOYLE
OREICHERT,,,,,Onie,F,Reichert,OREICHERT,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,374,,,1894,,,BVAOREICHERT
KCONSIDIN1,,,ROADMIN,,Kitty,I,Considine,KCONSIDIN1,MIS,,MIS,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,A,,BVAKCONSIDIN1
WSHANAHAN,,,,,Ward,T,Shanahan,WSHANAHAN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1869,,,BVAWSHANAHAN
RO78,,,,,,,St. Paul VRE,RO78,,RO-78,,,,,,,,,,,,,SBARTELL,2017-05-15 00:00:00 UTC,,,,,,,,,,,,A,,,,,,,,,,,
RO79,,,,,,,St. Paul Regional Loan Center,RO79,,RO-79,,,,,,,,,,,,,SBARTELL,2017-05-15 00:00:00 UTC,,,,,,,,,,,,A,,,,,,,,,,,
BERDMAN1,,,,362,Berneice,L,Erdman,BERDMAN1,,SO-62,,,,,,,,,,,,,SBARTELL,2016-12-22 00:00:00 UTC,,,,5,11,9,,,,,,,,,,,,,,,,,
CKLING,,,,354,Cielo,U,Kling,CKLING,,SO-54,,,,,,,,,,,,,SBARTELL,2016-12-22 00:00:00 UTC,,,,5,11,7,,,,,,,,,,,,,,,,,
GWATERS,,,,343,Garrison,V,Waters,GWATERS,,SO-43,,,,,,,,,,,,,SBARTELL,2016-12-22 00:00:00 UTC,,,,5,11,7,,,,,,,,,,,,,,,,,
CCRIST1,,,,349,Craig,Q,Crist,CCRIST1,,SO-49,,,,,,,,,,,,,SBARTELL,2016-12-22 00:00:00 UTC,,,,5,11,7,,,,,,,,,,,,,,,,,
VDARE1,,,,306,Valentine,Z,Dare,VDARE1,,SO-06,,,,,,,,,,,,,SBARTELL,2016-12-22 00:00:00 UTC,,,,5,11,11,,,,,,,,,,,,,,,,,
AMURAZIK2,,,,,Avis,Z,Murazik,AMURAZIK2,AMVETS,,AMVETS,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
LCASPER2,,,,,Lupe,Z,Casper,LCASPER2,ARC,,ARC,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
MBEER,,,,,Maryse,G,Beer,MBEER,MOPH,,MOPH,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
EKESSLER,,,,,Evan,F,Kessler,EKESSLER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,2043,,,BVAEKESSLER
GGERHOLD,,,,,General,Z,Gerhold,GGERHOLD,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
APRICE,,,,,Aric,M,Price,APRICE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,1971,,,BVAAPRICE
HMOORE,,,,,Holden,Q,Moore,HMOORE,OPR,,REV,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAHMOORE
CZIEME,,,,,Cristal,W,Zieme,CZIEME,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,2080,,,BVACZIEME
AJENKINS1,,,,,Alysa,S,Jenkins,AJENKINS1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,2071,,,BVAAJENKINS1
FTURCOTTE,,,,,Frederic,T,Turcotte,FTURCOTTE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1910,,,BVAFTURCOTTE
RO97,,,,,,,Appeals Mgmt Office,RO97,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVARO97
SSAUER1,,,,,Stanton,R,Sauer,SSAUER1,ARC,,ARC,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVASSAUER1
LMARQUARD,,,,,Laila,L,Marquardt,LMARQUARD,ARC,,ARC,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVALMARQUARD
LSPORER,,,,,Lia,E,Sporer,LSPORER,SSENGER,,DSP,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVALSPORER
RLEDNER1,,,,,Rodrigo,V,Ledner,RLEDNER1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,1757,,,BVARLEDNER1
KBARTOLET,,,,,Kasandra,P,Bartoletti,KBARTOLET,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1796,,,BVAKBARTOLET
FGREENHOL,,,,,Frieda,Z,Greenholt,FGREENHOL,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1798,,,BVAFGREENHOL
VFRAMI,,,,,Vicente,V,Frami,VFRAMI,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,805,,,1714,,,BVAVFRAMI
JO'HARA1,,,,,Junius,V,O'Hara,JO'HARA1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,1803,,,BVAJO'HARA1
CBINS,,,,,Christiana,R,Bins,CBINS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,1734,,,BVACBINS
KBECKER1,,,,,Kayden,C,Becker,KBECKER1,OPR,,DIR,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAKBECKER1
LFAY,,,,,Leopold,K,Fay,LFAY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,1806,,,BVALFAY
AROBERTS2,,,,,Adah,V,Roberts,AROBERTS2,VVA,,VVA,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVAAROBERTS2
AWELCH1,,,,,Alverta,G,Welch,AWELCH1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,1979,,,BVAAWELCH1
BFRITSCH,,,,,Bonnie,J,Fritsch,BFRITSCH,01C2,,COR,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,1986,,,BVABFRITSCH
AKONOPELS,,,,,Abel,X,Konopelski,AKONOPELS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1987,,,BVAAKONOPELS
MERNSER2,,,,,Molly,U,Ernser,MERNSER2,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,1988,,,BVAMERNSER2
DFRANECKI,,,,,Dustin,P,Franecki,DFRANECKI,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1989,,,BVADFRANECKI
FGIBSON,,,,,Fern,E,Gibson,FGIBSON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,1990,,,BVAFGIBSON
HHOWELL,,,,,Hailee,Y,Howell,HHOWELL,01C2,,COR,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,1991,,,BVAHHOWELL
HJERDE,,,,,Harry,E,Jerde,HJERDE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1992,,,BVAHJERDE
PCRONA,,,,,Pete,W,Crona,PCRONA,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,1993,,,BVAPCRONA
ATREMBLAY,,,,,Alisa,J,Tremblay,ATREMBLAY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,1994,,,BVAATREMBLAY
MSCHMELER1,,,,,Mac,S,Schmeler,MSCHMELER1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1995,,,BVAMSCHMELER1
MHESSEL,,,,,Myrna,Z,Hessel,MHESSEL,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,1996,,,BVAMHESSEL
LTOY,,,,,Leopoldo,L,Toy,LTOY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,2003,,,BVALTOY
CLEMKE1,,,,,Cathy,D,Lemke,CLEMKE1,SBODE,,COUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,5566,,,BVACLEMKE1
THEGMANN,,,,,Terrance,A,Hegmann,THEGMANN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1900,,,BVATHEGMANN
DSHIELDS,,,,,Dion,F,Shields,DSHIELDS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,1815,,,BVADSHIELDS
NKOEPP,,,,,Narciso,A,Koepp,NKOEPP,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,1822,,,BVANKOEPP
ASCHMIDT2,,,,,Antonette,R,Schmidt,ASCHMIDT2,SBODE,,DBCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,1883,,,BVAASCHMIDT2
TBAHRINGE,,,,,Toby,N,Bahringer,TBAHRINGE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1891,,,BVATBAHRINGE
BHEATHCOT1,,,,,Brett,D,Heathcote,BHEATHCOT1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1909,,,BVABHEATHCOT1
MROHAN,,,,,Max,F,Rohan,MROHAN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,1753,,,BVAMROHAN
TBARROWS,,,,,Torrey,N,Barrows,TBARROWS,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVATBARROWS
MGUSIKOWS2,,,,,Madalyn,J,Gusikowski,MGUSIKOWS2,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVAMGUSIKOWS2
JNIENOW,,,,,Jonathan,C,Nienow,JNIENOW,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1716,,,BVAJNIENOW
CTROMP,,,,,Cora,Z,Tromp,CTROMP,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1939,J,,BVACTROMP
MEMMERICH1,,,,,Monty,G,Emmerich,MEMMERICH1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,1969,,,BVAMEMMERICH1
TCASSIN,,,,,Tania,S,Cassin,TCASSIN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1859,,,BVATCASSIN
DMACEJKOV,,,,,Dorian,K,Macejkovic,DMACEJKOV,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1844,,,BVADMACEJKOV
VWIZA,,,,,Vivian,I,Wiza,VWIZA,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,1970,,,BVAVWIZA
KBAHRINGE1,,,,,Keyshawn,W,Bahringer,KBAHRINGE1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
VSCHUPPE,,,,,Vickie,E,Schuppe,VSCHUPPE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,1865,,,BVAVSCHUPPE
IBOEHM,,,,,Ignatius,W,Boehm,IBOEHM,SUP,,CMB,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAIBOEHM
JHAND2,,,,,Jose,M,Hand,JHAND2,SUP,,HRG,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,J,,BVAJHAND2
AMACGYVER2,,,,,Alphonso,Y,MacGyver,AMACGYVER2,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,1816,,,BVAAMACGYVER2
BWUNSCH,,,,,Bart,K,Wunsch,BWUNSCH,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1675,,,BVABWUNSCH
CKOSS1,,,,,Carson,I,Koss,CKOSS1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1821,,,BVACKOSS1
FDUBUQUE,,,,,Freddie,K,DuBuque,FDUBUQUE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1823,,,BVAFDUBUQUE
MPROSACCO,,,,,Marques,B,Prosacco,MPROSACCO,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,1826,,,BVAMPROSACCO
MBARROWS,,,,,Margarette,O,Barrows,MBARROWS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1829,,,BVAMBARROWS
APAGAC,,,,,Adrain,S,Pagac,APAGAC,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1830,,,BVAAPAGAC
KPOWLOWSK1,,,,,Katrine,U,Powlowski,KPOWLOWSK1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,1838,,,BVAKPOWLOWSK1
BQUITZON,,,,,Bailey,C,Quitzon,BQUITZON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1718,,,
CCRIST2,,,,,Charlie,R,Crist,CCRIST2,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1852,,,BVACCRIST2
NHESSEL,,,,,Nikki,W,Hessel,NHESSEL,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,448,,,1927,,,BVANHESSEL
KKOEPP,,,,,Kennith,Y,Koepp,KKOEPP,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1929,,,BVAKKOEPP
SDECKOW,,,,,Sid,T,Deckow,SDECKOW,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1846,,,BVASDECKOW
YTURCOTTE,,,,,Yvette,K,Turcotte,YTURCOTTE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,1928,,,BVAYTURCOTTE
NMILLER,,,,,Narciso,H,Miller,NMILLER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,2052,,,BVANMILLER
BRATH1,,,,,Brigitte,G,Rath,BRATH1,01C2,,COR,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,2053,,,BVABRATH1
DHAYES3,,,,,Derek,Q,Hayes,DHAYES3,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,2054,,,BVADHAYES3
HDICKINSO,,,,,Hubert,H,Dickinson,HDICKINSO,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,2064,,,BVAHDICKINSO
CBODE1,,,,,Carson,W,Bode,CBODE1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,2055,,,BVACBODE1
CHALEY1,,,,,Cecil,H,Haley,CHALEY1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,2056,,,BVACHALEY1
JGISLASON,,,,,Jabari,E,Gislason,JGISLASON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,2057,,,BVAJGISLASON
LKEEBLER,,,,,Lavinia,R,Keebler,LKEEBLER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,2060,,,BVALKEEBLER
OWEHNER,,,,,Olga,U,Wehner,OWEHNER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1903,,,BVAOWEHNER
IGULGOWSK,,,,,Isabella,T,Gulgowski,IGULGOWSK,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAIGULGOWSK
BMONAHAN,,,,,Bria,B,Monahan,BMONAHAN,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVABMONAHAN
BGREENHOL,,,,,Burdette,G,Greenholt,BGREENHOL,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVABGREENHOL
OTORPHY1,,,,,Okey,B,Torphy,OTORPHY1,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVAOTORPHY1
YNADER,,,,,Yasmeen,W,Nader,YNADER,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVAYNADER
HBATZ,,,,,Hyman,F,Batz,HBATZ,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1735,,,BVAHBATZ
ABARROWS,,,,,Aracely,T,Barrows,ABARROWS,SUP,,SUP,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
AKREIGER2,,,,,Alf,R,Kreiger,AKREIGER2,SUP,,SUP,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
CWISOZK,,,,,Ceasar,M,Wisozk,CWISOZK,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1766,,,BVACWISOZK
JHARBER1,,,,,Jacinthe,F,Harber,JHARBER1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,457,J,,BVAJHARBER1
AMRAZ,,,,,Armando,X,Mraz,AMRAZ,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,1980,,,BVAAMRAZ
DANDERSON,,,,,Dameon,K,Anderson,DANDERSON,VVA,,VVA,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVADANDERSON
LQUITZON1,,,,,Lindsey,J,Quitzon,LQUITZON1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1981,,,BVALQUITZON1
LALTENWER2,,,,,Louisa,U,Altenwerth,LALTENWER2,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1982,,,BVALALTENWER2
BTORPHY1,,,,,Bernie,D,Torphy,BTORPHY1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,1983,,,BVABTORPHY1
SRITCHIE,,,,,Sunny,A,Ritchie,SRITCHIE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,1860,,,BVASRITCHIE
SLEBSACK,,,,,Kenton,C,Mayer,SLEBSACK,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,1876,,,BVAKMAYER
